,char,tone,rime,ipa,tone_class
0,蹊,平,齊,hej,L
0,蹋,入,合,dop,E
0,蹌,平,陽,tshjang,L
0,蹏,平,齊,dej,L
0,蹔,去,闞,dzam,H
0,蹕,入,質A,pjit,E
0,蹙,入,屋,tsjuwk,E
0,蹟,入,昔,tsjek,E
0,蹠,入,昔,tsyek,E
0,蹡,平,陽,tshjang,L
0,蹢,入,昔,drjek,E
0,蹣,平,桓,ban,L
0,蹤,平,鍾,tsjowng,L
0,蹩,入,屑,bet,E
0,蹬,去,嶝,dong,H
0,蹭,去,嶝,tshong,H
0,蹯,平,元,bjon,L
0,蹰,平,虞,drju,L
0,蹱,平,鍾,tsyowng,L
0,蹲,平,魂,dzwon,L
0,蹴,入,屋,tshjuwk,E
0,蹵,入,屋,tshjuwk,E
0,蹶,去,祭B,kjwej,H
0,蹺,平,宵B,gjew,L
0,蹻,平,宵B,gjew,L
0,蹽,,,,
0,躁,去,号,tsaw,H
0,躂,入,曷,that,E
0,躃,入,昔A,bjiek,E
0,躄,入,昔A,pjiek,E
0,躅,入,燭,drjowk,E
0,躇,平,魚,drjo,L
0,躊,平,尤,drjuw,L
0,躋,平,齊,tsej,L
0,躍,入,藥,yak,E
0,躐,入,葉,ljep,E
0,躑,入,昔,drjek,E
0,躓,去,至,trij,H
0,躔,平,仙,drjen,L
0,躕,平,虞,drju,L
0,躘,平,鍾,ljowng,L
0,躚,平,先,sen,L
0,躞,入,怗,sep,E
0,躠,入,曷,sat,E
0,躡,入,葉,nrjep,E
0,躧,上,紙,srje,X
0,躩,入,藥,kjwak,E
0,身,平,眞,syin,L
0,躬,平,東,kjuwng,L
0,躭,平,覃,dom,L
0,躲,,,,
0,躶,上,果,lwa,X
0,軀,平,虞,khju,L
0,軃,,,,
0,車,平,魚,kjo,L
0,軋,入,鎋,'eat,E
0,軌,上,旨B,kwij,X
0,軍,平,文,kjun,L
0,軏,入,月,ngjwot,E
0,軑,去,霽,dej,H
0,軒,平,元,xjon,L
0,軔,去,震,nyin,H
0,軟,上,獮,nywen,X
0,軥,平,虞,gju,L
0,軨,平,青,leng,L
0,軫,上,軫,tsyin,X
0,軸,入,屋,drjuwk,E
0,軺,平,宵,yew,L
0,軻,平,歌,kha,L
0,軼,入,質,yit,E
0,軾,入,職,syik,E
0,軿,平,先,ben,L
0,輀,平,之,nyi,L
0,較,去,效,kaew,H
0,輅,去,暮,lu,H
0,輈,平,尤,trjuw,L
0,載,上,海,tsoj,X
0,輊,去,至,trij,H
0,輒,入,葉,trjep,E
0,輓,上,阮,mjon,X
0,輔,上,麌,bju,X
0,輕,平,清A,khjieng,L
0,輙,入,葉,trjep,E
0,輜,平,之,tsrhi,L
0,輝,平,微,xjw+j,L
0,輞,上,養,mjang,X
0,輟,去,祭,trjwej,H
0,輠,上,賄,hwoj,X
0,輣,平,庚,baeng,L
0,輥,上,混,kwon,X
0,輦,上,獮,ljen,X
0,輧,平,先,ben,L
0,輩,去,隊,pwoj,H
0,輪,平,諄,lwin,L
0,輬,平,陽,ljang,L
0,輭,上,獮,nywen,X
0,輯,入,緝,dzip,E
0,輳,去,候,tshuw,H
0,輴,平,諄,trhwin,L
0,輶,平,尤,yuw,L
0,輸,平,虞,syu,L
0,輻,去,宥,pjuw,H
0,輼,平,魂,'won,L
0,輾,上,獮,trjen,X
0,輿,平,魚,yo,L
0,轀,平,魂,'won,L
0,轂,入,屋,kuwk,E
0,轄,去,泰,khaj,H
0,轅,平,元,hjwon,L
0,轆,入,屋,luwk,E
0,轇,平,肴,kaew,L
0,轉,上,獮,trjwen,X
0,轍,入,薛,drjet,E
0,轎,平,宵B,gjew,L
0,轑,上,晧,law,X
0,轓,平,元,phjon,L
0,轔,平,眞,lin,L
0,轕,入,曷,kat,E
0,轗,上,感,khom,X
0,轘,平,刪,hwaen,L
0,轜,,,,
0,轝,平,魚,yo,L
0,轞,上,檻,haem,X
0,轟,平,耕,xweang,L
0,轡,去,至B,pij,H
0,轢,入,曷,lat,E
0,轣,,,,
0,轤,平,模,lu,L
0,辛,平,眞,sin,L
0,辜,平,模,ku,L
0,辟,去,寘A,bjie,H
0,辠,上,賄,dzwoj,X
0,辣,入,曷,lat,E
0,辦,去,襇,bean,H
0,辨,上,獮B,bjen,X
0,辭,平,之,zi,L
0,辮,上,銑,ben,X
0,辯,上,獮B,bjen,X
0,辰,平,眞,dzyin,L
0,辱,入,燭,nyowk,E
0,農,平,冬,nowng,L
0,迂,平,虞,hju,L
0,迄,入,迄,xj+t,E
0,迅,去,震,sin,H
0,迆,平,支,ye,L
0,迍,平,諄,trwin,L
0,迎,平,庚,ngjaeng,L
0,近,上,隱,gj+n,X
0,迒,平,唐,kang,L
0,迓,去,禡,ngae,H
0,返,上,阮,pjon,X
0,迕,去,暮,ngu,H
0,迢,平,蕭,dew,L
0,迤,,,,
0,迥,上,迥,hweng,X
0,迦,平,戈,kja,L
0,迨,上,海,doj,X
0,迪,入,錫,dek,E
0,迫,入,陌,paek,E
0,迭,入,屑,det,E
0,述,入,術,zywit,E
0,迴,平,灰,hwoj,L
0,迷,平,齊,mej,L
0,迸,去,諍,peang,H
0,迹,入,昔,tsjek,E
0,迺,上,海,noj,X
0,追,平,脂,trwij,L
0,退,去,隊,thwoj,H
0,送,去,送,suwng,H
0,逃,平,豪,daw,L
0,逄,平,江,baewng,L
0,逅,去,候,huw,H
0,逆,入,陌,ngjaek,E
0,逈,上,迥,hweng,X
0,逋,平,模,pu,L
0,逍,平,宵,sjew,L
0,透,去,候,thuw,H
0,逐,入,屋,drjuwk,E
0,逓,上,薺,dej,X
0,途,平,模,du,L
0,逕,去,徑,keng,H
0,逖,入,錫,thek,E
0,逗,去,遇,drju,H
0,這,去,線B,ngjen,H
0,通,平,東,thuwng,L
0,逝,去,祭,dzyej,H
0,逞,上,靜,trhjeng,X
0,速,入,屋,suwk,E
0,造,上,晧,dzaw,X
0,逡,平,諄,tshwin,L
0,逢,平,鍾,bjowng,L
0,連,平,仙,ljen,L
0,逤,,,,
0,逥,平,灰,hwoj,L
0,逭,去,換,hwan,H
0,逮,上,海,doj,X
0,逰,平,尤,yuw,L
0,週,平,尤,tsyuw,L
0,進,去,震,tsin,H
0,逴,入,覺,trhaewk,E
0,逵,平,脂B,gwij,L
0,逶,平,支B,'jwe,L
0,逸,入,質,yit,E
0,逺,上,阮,hjwon,X
0,逼,入,屋,pjuwk,E
0,逾,平,虞,yu,L
0,逿,去,宕,dang,H
0,遁,上,混,dwon,X
0,遂,去,至,zwij,H
0,遄,平,仙,dzywen,L
0,遇,平,虞,hju,L
0,遊,平,尤,yuw,L
0,運,去,問,hjun,H
0,遍,去,霰,pen,H
0,過,平,戈,kwa,L
0,遏,入,曷,'at,E
0,遐,平,麻,hae,L
0,遑,平,唐,hwang,L
0,遒,平,尤,tsjuw,L
0,道,上,晧,daw,X
0,達,去,霽,thej,H
0,違,平,微,hjw+j,L
0,遘,去,候,kuw,H
0,遙,平,宵,yew,L
0,遛,平,尤,ljuw,L
0,遜,去,慁,swon,H
0,遝,入,合,dop,E
0,遞,上,薺,dej,X
0,遠,上,阮,hjwon,X
0,遡,去,暮,su,H
0,遣,上,獮A,khjien,X
0,遥,平,宵,yew,L
0,遨,平,豪,ngaw,L
0,適,入,末,kwat,E
0,遭,平,豪,tsaw,L
0,遮,平,麻,tsyae,L
0,遯,上,混,dwon,X
0,遰,去,霽,dej,H
0,遲,平,脂,drij,L
0,遴,去,震,lin,H
0,遵,平,諄,tswin,L
0,遶,上,小,nyew,X
0,遷,平,先,tshen,L
0,選,上,獮,sjwen,X
0,遺,平,脂,ywij,L
0,遼,平,蕭,lew,L
0,遽,去,御,gjo,H
0,避,去,寘A,bjie,H
0,邀,平,蕭,kew,L
0,邁,去,夬,maej,H
0,邂,去,卦,hea,H
0,邃,去,至,swij,H
0,還,平,刪,hwaen,L
0,邅,平,山,trean,L
0,邇,上,紙,nye,X
0,邈,入,覺,maewk,E
0,邉,平,先,pen,L
0,邊,平,先,pen,L
0,邏,去,箇,la,H
0,邐,上,紙,lje,X
0,邑,入,緝B,'ip,E
0,邕,平,鍾,'jowng,L
0,邗,平,寒,han,L
0,邙,平,陽,mjang,L
0,邛,平,鍾,gjowng,L
0,邠,平,眞B,pin,L
0,邢,平,先,khen,L
0,那,平,歌,na,L
0,邦,平,江,paewng,L
0,邨,平,魂,dwon,L
0,邪,平,麻,yae,L
0,邯,平,寒,han,L
0,邱,平,尤,khjuw,L
0,邲,去,至B,pij,H
0,邳,平,脂B,bij,L
0,邴,上,梗,pjaeng,X
0,邵,去,笑,dzyew,H
0,邶,去,隊,bwoj,H
0,邸,上,薺,tej,X
0,邽,平,齊,kwej,L
0,邾,平,虞,trju,L
0,郁,入,屋,'juwk,E
0,郃,入,合,hop,E
0,郄,入,陌,khjaek,E
0,郅,平,脂,trij,L
0,郇,平,諄,swin,L
0,郈,上,厚,huw,X
0,郊,平,肴,kaew,L
0,郍,,,,
0,郎,平,唐,lang,L
0,郗,平,脂,trhij,L
0,郛,平,虞,phju,L
0,郜,去,号,kaw,H
0,郝,入,鐸,xak,E
0,郟,入,洽,keap,E
0,郡,去,問,gjun,H
0,郢,上,靜,yeng,X
0,郤,入,陌,khjaek,E
0,部,上,姥,bu,X
0,郩,上,晧,'aw,X
0,郪,平,脂,tshij,L
0,郫,平,支B,bje,L
0,郭,入,鐸,kwak,E
0,郯,平,談,dam,L
0,郲,平,咍,loj,L
0,郴,平,侵,trhim,L
0,郵,平,尤,hjuw,L
0,郷,平,陽,xjang,L
0,郸,平,寒,tan,L
0,都,平,模,tu,L
0,郾,上,阮,'jon,X
0,郿,平,脂B,mij,L
0,鄀,入,藥,nyak,E
0,鄂,入,鐸,ngak,E
0,鄄,去,線A,kjwien,H
0,鄆,去,問,hjun,H
0,鄉,平,陽,xjang,L
0,鄏,入,燭,nyowk,E
0,鄒,平,尤,tsrjuw,L
0,鄔,平,模,'u,L
0,鄖,平,文,hjun,L
0,鄗,平,肴,khaew,L
0,鄘,平,鍾,yowng,L
0,鄙,上,旨B,pij,X
0,鄛,平,肴,dzraew,L
0,鄜,平,虞,phju,L
0,鄞,平,眞B,ngin,L
0,鄠,上,姥,hu,X
0,鄢,平,仙B,'jen,L
0,鄣,平,陽,tsyang,L
0,鄧,去,嶝,dong,H
0,鄭,去,勁,drjeng,H
0,鄮,去,候,muw,H
0,鄯,上,獮,dzyen,X
0,鄰,平,眞,lin,L
0,鄱,平,戈,ba,L
0,鄲,平,寒,tan,L
0,鄴,入,業,ngjaep,E
0,鄶,去,泰,kwaj,H
0,鄹,平,尤,tsrjuw,L
0,鄽,平,仙,drjen,L
0,酂,平,桓,dzwan,L
0,酃,平,青,leng,L
0,酆,平,東,phjuwng,L
0,酇,平,桓,dzwan,L
0,酈,平,支,lje,L
0,酉,上,有,yuw,X
0,酊,上,迥,teng,X
0,酋,平,尤,dzjuw,L
0,酌,入,藥,tsyak,E
0,配,去,隊,phwoj,H
0,酎,去,宥,drjuw,H
0,酏,平,支,ye,L
0,酒,上,有,tsjuw,X
0,酔,去,至,tswij,H
0,酕,平,豪,maw,L
0,酖,平,覃,tom,L
0,酗,去,遇,xju,H
0,酘,去,候,duw,H
0,酡,平,歌,da,L
0,酢,去,暮,tshu,H
0,酣,平,談,ham,L
0,酤,平,模,ku,L
0,酥,平,模,su,L
0,酧,平,尤,dzyuw,L
0,酩,上,迥,meng,X
0,酪,入,鐸,lak,E
0,酬,平,尤,dzyuw,L
0,酰,,,,
0,酲,平,清,drjeng,L
0,酴,平,模,du,L
0,酷,入,沃,khowk,E
0,酸,平,桓,swan,L
0,酹,去,泰,lwaj,H
0,酺,平,模,bu,L
0,醁,入,燭,ljowk,E
0,醄,,,,
0,醅,平,灰,phwoj,L
0,醆,上,產,tsrean,X
0,醇,平,諄,drwin,L
0,醉,去,至,tswij,H
0,醊,去,祭,trjwej,H
0,醋,去,暮,tshu,H
0,醍,平,齊,dej,L
0,醎,平,咸,heam,L
0,醐,平,模,hu,L
0,醑,上,語,sjo,X
0,醒,平,青,seng,L
0,醖,上,吻,'jun,X
0,醜,上,有,trhjuw,X
0,醝,平,歌,dza,L
0,醞,上,吻,'jun,X
0,醟,去,映,hjwaeng,H
0,醡,去,禡,tsrae,H
0,醢,上,海,xoj,X
0,醤,去,漾,tsjang,H
0,醥,上,小A,phjiew,X
0,醨,平,支,lje,L
0,醪,平,豪,law,L
0,醫,平,之,'i,L
0,醬,去,漾,tsjang,H
0,醭,入,屋,phuwk,E
0,醮,平,宵,tsjew,L
0,醯,平,齊,xej,L
0,醱,聲,三曷,,逸
0,醲,平,鍾,nrjowng,L
0,醳,入,昔,yek,E
0,醴,上,薺,lej,X
0,醵,平,魚,gjo,L
0,醸,去,漾,nrjang,H
0,醺,平,文,xjun,L
0,醽,平,青,leng,L
0,醿,平,支B,mje,L
0,釀,去,漾,nrjang,H
0,釁,去,震B,xin,H
0,釂,去,笑,tsjew,H
0,釃,平,支,srje,L
0,釄,,,,
0,釅,去,釅,ngjaem,H
0,采,上,海,tshoj,X
0,釋,入,昔,syek,E
0,里,上,止,li,X
0,重,平,鍾,drjowng,L
0,野,上,語,dzyo,X
0,量,平,陽,ljang,L
0,釐,平,之,li,L
0,金,平,侵B,kim,L
0,釘,平,青,teng,L
0,釜,上,麌,bju,X
0,針,平,侵,tsyim,L
0,釡,上,麌,bju,X
0,釣,去,嘯,tew,H
0,釦,上,厚,khuw,X
0,釧,去,線,tsyhwen,H
0,釭,平,東,kuwng,L
0,釵,平,佳,tsrhea,L
0,鈆,平,鍾,tsyowng,L
0,鈇,平,虞,pju,L
0,鈋,平,戈,ngwa,L
0,鈍,去,慁,dwon,H
0,鈎,平,侯,kuw,L
0,鈐,平,鹽B,gjem,L
0,鈒,入,緝,srip,E
0,鈔,平,肴,tsrhaew,L
0,鈕,上,有,nrjuw,X
0,鈞,平,諄A,kjwin,L
0,鈯,入,沒,dwot,E
0,鈴,平,青,leng,L
0,鈷,上,姥,ku,X
0,鈸,入,末,bat,E
0,鈿,平,先,den,L
0,鉅,上,語,gjo,X
0,鉆,平,鹽B,gjem,L
0,鉉,上,銑,hwen,X
0,鉎,平,庚,sraeng,L
0,鉏,平,魚,dzrjo,L
0,鉗,平,鹽B,gjem,L
0,鉛,平,鍾,tsyowng,L
0,鉞,入,月,hjwot,E
0,鉢,入,末,pat,E
0,鉤,平,侯,kuw,L
0,鉦,平,清,tsyeng,L
0,鉧,聲,五姥,,逸
0,鉶,平,青,heng,L
0,鉸,平,肴,kaew,L
0,銀,平,眞B,ngin,L
0,銅,平,東,duwng,L
0,銓,平,仙,tshjwen,L
0,銕,平,齊,dej,L
0,銖,平,虞,dzyu,L
0,銘,平,青,meng,L
0,銙,上,馬,khwae,X
0,銚,平,蕭,thew,L
0,銛,平,鹽,sjem,L
0,銜,平,銜,haem,L
0,銳,去,祭,ywej,H
0,銷,平,宵,sjew,L
0,銼,平,戈,dzwa,L
0,鋋,平,仙,yen,L
0,鋌,上,迥,deng,X
0,鋏,入,怗,kep,E
0,鋒,平,鍾,phjowng,L
0,鋙,平,魚,ngjo,L
0,鋟,平,鹽,tsjem,L
0,鋣,,,,
0,鋤,平,魚,dzrjo,L
0,鋩,平,陽,mjang,L
0,鋪,平,虞,phju,L
0,鋭,去,祭,ywej,H
0,鋸,去,御,kjo,H
0,鋹,上,養,trhjang,X
0,鋼,平,唐,kang,L
0,錄,入,燭,ljowk,E
0,錐,平,脂,tsywij,L
0,錕,平,魂,kwon,L
0,錘,平,支,drjwe,L
0,錙,平,之,tsri,L
0,錚,平,耕,tsrheang,L
0,錠,去,徑,deng,H
0,錡,平,支B,gje,L
0,錢,平,仙,dzjen,L
0,錦,上,寑B,kim,X
0,錫,入,錫,sek,E
0,錬,,,,
0,錮,去,暮,ku,H
0,錯,去,暮,tshu,H
0,録,入,燭,ljowk,E
0,錵,,,,
0,鍊,去,霰,len,H
0,鍋,平,戈,kwa,L
0,鍍,平,模,du,L
0,鍔,入,鐸,ngak,E
0,鍚,平,陽,yang,L
0,鍛,去,換,twan,H
0,鍜,平,麻,hae,L
0,鍠,平,庚,hwaeng,L
0,鍤,入,葉,trhjep,E
0,鍥,入,屑,ket,E
0,鍧,平,耕,xweang,L
0,鍪,平,尤,mjuw,L
0,鍫,平,宵,tshjew,L
0,鍬,平,宵,tshjew,L
0,鍮,平,侯,thuw,L
0,鍳,,,,
0,鍵,平,仙B,gjen,L
0,鍼,平,侵,tsyim,L
0,鍾,平,鍾,tsyowng,L
0,鎁,平,麻,yae,L
0,鎌,平,鹽,ljem,L
0,鎔,平,鍾,yowng,L
0,鎖,上,果,swa,X
0,鎗,平,庚,tsrhaeng,L
0,鎚,平,支,drjwe,L
0,鎛,入,鐸,pak,E
0,鎞,平,齊,pej,L
0,鎡,平,之,tsi,L
0,鎩,去,祭,srjej,H
0,鎪,平,尤,srjuw,L
0,鎬,上,晧,haw,X
0,鎮,平,眞,trin,L
0,鎰,入,質,yit,E
0,鎸,,,,
0,鎻,上,果,swa,X
0,鏁,上,果,swa,X
0,鏃,入,屋,tsuwk,E
0,鏌,入,鐸,mak,E
0,鏐,平,尤,ljuw,L
0,鏑,入,錫,tek,E
0,鏖,平,豪,'aw,L
0,鏗,平,耕,kheang,L
0,鏘,平,陽,tshjang,L
0,鏚,入,錫,tshek,E
0,鏞,平,鍾,yowng,L
0,鏟,上,產,tsrhean,X
0,鏡,去,映,kjaeng,H
0,鏤,平,虞,lju,L
0,鏦,平,鍾,tshjowng,L
0,鏬,,,,
0,鏴,,,,
0,鏹,上,養,kjang,X
0,鐃,平,肴,nraew,L
0,鐍,入,屑,kwet,E
0,鐔,平,侵,zim,L
0,鐘,平,鍾,tsyowng,L
0,鐙,去,嶝,tong,H
0,鐡,平,齊,dej,L
0,鐫,平,支A,xjwie,L
0,鐮,平,鹽,ljem,L
0,鐲,入,燭,dzyowk,E
0,鐵,平,齊,dej,L
0,鐶,平,刪,hwaen,L
0,鐸,入,鐸,dak,E
0,鐺,平,唐,tang,L
0,鑄,去,遇,tsyu,H
0,鑊,入,鐸,hwak,E
0,鑌,平,眞A,pjin,L
0,鑑,平,先,ken,L
0,鑒,平,先,ken,L
0,鑕,入,質,tsyit,E
0,鑚,平,桓,tswan,L
0,鑛,上,梗,kwaeng,X
0,鑞,入,盍,lap,E
0,鑠,入,藥,syak,E
0,鑢,去,御,ljo,H
0,鑣,平,宵B,pjew,L
0,鑪,平,模,lu,L
0,鑰,入,藥,yak,E
0,鑱,平,銜,dzraem,L
0,鑴,平,支A,xjwie,L
0,鑷,入,葉,nrjep,E
0,鑼,平,歌,la,L
0,鑽,平,桓,tswan,L
0,鑾,平,桓,lwan,L
0,鑿,入,屋,dzuwk,E
0,钁,入,藥,kjwak,E
0,钥,入,藥,yak,E
0,铘,,,,
0,链,平,仙,trhjen,L
0,長,平,陽,drjang,L
0,門,平,魂,mwon,L
0,閃,上,琰,syem,X
0,閈,去,翰,han,H
0,閉,去,霽,pej,H
0,開,平,咍,khoj,L
0,閎,平,耕,hweang,L
0,閏,,,,
0,閑,平,山,hean,L
0,閒,平,山,kean,L
0,間,,,,
0,閔,上,軫B,min,X
0,閘,入,盍,kap,E
0,閙,去,效,nraew,H
0,閟,去,至B,pij,H
0,閠,去,稕,nywin,H
0,閡,去,代,ngoj,H
0,閣,入,鐸,kak,E
0,閤,入,合,hop,E
0,閥,入,月,bjot,E
0,閦,,,,
0,閧,去,送,huwng,H
0,閨,平,齊,kwej,L
0,閩,平,眞B,min,L
0,閫,上,混,khwon,X
0,閬,平,唐,lang,L
0,閭,平,魚,ljo,L
0,閱,入,薛,ywet,E
0,閲,入,薛,ywet,E
0,閴,,,,
0,閶,平,陽,tsyhang,L
0,閹,平,鹽B,'jem,L
0,閻,平,鹽,yem,L
0,閼,平,先,'en,L
0,閽,平,魂,xwon,L
0,閾,入,職,xwik,E
0,閿,聲,八真,,逸
0,闃,入,錫,khwek,E
0,闇,去,勘,'om,H
0,闈,平,微,hjw+j,L
0,闉,平,眞A,'jin,L
0,闊,入,末,khwat,E
0,闋,入,屑,khwet,E
0,闌,平,寒,lan,L
0,闍,平,模,tu,L
0,闐,平,先,den,L
0,闒,入,盍,dap,E
0,闓,上,海,khoj,X
0,闔,入,合,kop,E
0,闕,入,月,khjwot,E
0,闖,去,沁,trhim,H
0,闗,平,刪,kwaen,L
0,闘,去,候,tuw,H
0,闚,平,支A,khjwie,L
0,闛,平,唐,dang,L
0,關,平,刪,kwaen,L
0,闞,上,豏,xeam,X
0,闟,入,緝B,xip,E
0,闠,去,隊,hwoj,H
0,闡,上,獮,tsyhen,X
0,闢,入,昔A,bjiek,E
0,闤,平,刪,hwaen,L
0,闥,入,曷,that,E
0,阜,上,有,bjuw,X
0,阡,平,先,tshen,L
0,阨,去,卦,'ea,H
0,阪,上,阮,pjon,X
0,阬,平,庚,khaeng,L
0,阮,平,元,ngjwon,L
0,阯,上,止,tsyi,X
0,阱,上,靜,dzjeng,X
0,防,平,陽,bjang,L
0,阻,上,語,tsrjo,X
0,阽,平,鹽,yem,L
0,阿,平,歌,'a,L
0,陀,平,歌,da,L
0,陁,平,歌,da,L
0,陂,平,支B,pje,L
0,附,去,遇,bju,H
0,陊,上,紙,drje,X
0,陋,去,候,luw,H
0,陌,入,陌,maek,E
0,降,平,江,haewng,L
0,限,上,產,hean,X
0,陑,平,之,nyi,L
0,陔,平,咍,koj,L
0,陘,平,青,heng,L
0,陛,上,薺,bej,X
0,陜,上,琰,syem,X
0,陝,上,琰,syem,X
0,陞,平,蒸,sying,L
0,陟,入,職,trik,E
0,陡,上,厚,tuw,X
0,院,平,桓,hwan,L
0,陣,去,震,drin,H
0,除,平,魚,drjo,L
0,陪,平,灰,bwoj,L
0,陬,平,虞,tsju,L
0,陰,平,侵B,'im,L
0,陲,平,支,dzywe,L
0,陳,平,眞,drin,L
0,陴,平,支A,bjie,L
0,陵,平,蒸,ling,L
0,陶,平,宵,yew,L
0,陷,去,陷,heam,H
0,陸,入,屋,ljuwk,E
0,陻,平,眞A,'jin,L
0,陽,平,陽,yang,L
0,陿,入,洽,heap,E
0,隃,平,虞,sju,L
0,隄,平,支,dzye,L
0,隅,平,虞,ngju,L
0,隆,平,東,ljuwng,L
0,隈,平,灰,'woj,L
0,隊,去,隊,dwoj,H
0,隋,平,支,zjwe,L
0,隍,平,唐,hwang,L
0,階,平,皆,keaj,L
0,随,平,支,zjwe,L
0,隐,上,隱,'j+n,X
0,隔,入,麥,keak,E
0,隕,上,軫,hwin,X
0,隗,上,賄,ngwoj,X
0,隘,去,卦,'ea,H
0,隙,入,陌,khjaek,E
0,際,去,祭,tsjej,H
0,障,平,陽,tsyang,L
0,隟,聲,七陌,,逸
0,隠,上,隱,'j+n,X
0,隣,平,眞,lin,L
0,隤,平,灰,dwoj,L
0,隥,去,嶝,tong,H
0,隧,去,至,zwij,H
0,隨,平,支,zjwe,L
0,隩,去,号,'aw,H
0,險,上,琰B,xjem,X
0,隮,平,齊,tsej,L
0,隰,入,緝,zip,E
0,隱,上,隱,'j+n,X
0,隲,入,質,tsyit,E
0,隳,平,支A,xjwie,L
0,隴,上,腫,ljowng,X
0,隷,去,霽,lej,H
0,隸,去,至,yij,H
0,隹,平,脂,tsywij,L
0,隻,平,支,tsye,L
0,隼,平,脂,tsywij,L
0,雀,入,藥,tsjak,E
0,雁,去,諫,ngaen,H
0,雄,平,東,hjuwng,L
0,雅,上,馬,ngae,X
0,集,入,緝,dzip,E
0,雇,上,姥,hu,X
0,雉,上,旨,drij,X
0,雊,去,候,kuw,H
0,雋,上,獮,dzjwen,X
0,雌,平,支,tshje,L
0,雍,平,鍾,'jowng,L
0,雎,平,魚,tshjo,L
0,雒,入,鐸,lak,E
0,雕,平,蕭,tew,L
0,雖,平,脂,swij,L
0,雘,入,鐸,'wak,E
0,雙,平,江,sraewng,L
0,雛,平,虞,dzrju,L
0,雜,入,合,dzop,E
0,雝,平,鍾,'jowng,L
0,雞,平,齊,kej,L
0,離,平,支,lje,L
0,難,平,寒,nan,L
0,雨,上,麌,hju,X
0,雩,平,虞,hju,L
0,雪,入,薛,sjwet,E
0,雯,平,文,mjun,L
0,雰,平,文,phjun,L
0,雲,平,文,hjun,L
0,零,平,先,len,L
0,雷,平,灰,lwoj,L
0,雹,入,覺,baewk,E
0,電,去,霰,den,H
0,需,平,虞,sju,L
0,霂,入,屋,muwk,E
0,霄,平,宵,sjew,L
0,霅,入,合,sop,E
0,霆,平,青,deng,L
0,震,去,震,tsyin,H
0,霈,去,泰,phaj,H
0,霋,平,齊,tshej,L
0,霍,入,鐸,xwak,E
0,霎,入,葉,srjep,E
0,霏,平,微,phj+j,L
0,霑,平,鹽,trjem,L
0,霓,平,齊,ngej,L
0,霔,去,遇,tsyu,H
0,霖,平,侵,lim,L
0,霙,平,陽,'jang,L
0,霜,平,陽,srjang,L
0,霞,平,麻,hae,L
0,霢,入,麥,meak,E
0,霣,上,軫,hwin,X
0,霤,去,宥,ljuw,H
0,霧,去,遇,mju,H
0,霪,平,侵,yim,L
0,霫,入,緝,zip,E
0,霮,,,,
0,霰,去,霰,sen,H
0,露,去,暮,lu,H
0,霶,平,唐,phang,L
0,霸,去,禡,pae,H
0,霹,入,錫,phek,E
0,霽,去,霽,tsej,H
0,霾,平,皆,meaj,L
0,霿,平,東,muwng,L
0,靀,平,東,muwng,L
0,靂,入,錫,lek,E
0,靃,上,紙,sjwe,X
0,靄,去,泰,'aj,H
0,靆,去,代,doj,H
0,靈,平,青,leng,L
0,靉,上,尾,'j+j,X
0,靑,平,青,tsheng,L
0,青,平,青,tsheng,L
0,靖,上,靜,dzjeng,X
0,靘,平,青,tsheng,L
0,静,上,靜,dzjeng,X
0,靚,上,靜,dzjeng,X
0,靛,,,,
0,靜,上,靜,dzjeng,X
0,非,平,微,pj+j,L
0,靠,去,号,khaw,H
0,靡,上,紙B,mje,X
0,面,去,霰,men,H
0,靦,上,銑,then,X
0,靧,去,隊,xwoj,H
0,靨,入,葉A,'jiep,E
0,革,入,麥,keak,E
0,靫,平,佳,tsrhea,L
0,靮,入,錫,tek,E
0,靳,去,焮,kj+n,H
0,靴,平,戈,xjwa,L
0,靸,入,合,sop,E
0,靺,入,末,mat,E
0,靼,入,曷,tat,E
0,鞀,平,豪,daw,L
0,鞁,去,寘B,bje,H
0,鞅,上,養,'jang,X
0,鞋,平,佳,hea,L
0,鞌,平,寒,'an,L
0,鞍,平,寒,'an,L
0,鞏,上,腫,kjowng,X
0,鞓,平,青,theng,L
0,鞔,平,桓,man,L
0,鞘,平,肴,sraew,L
0,鞙,平,先,kwen,L
0,鞚,去,送,khuwng,H
0,鞞,平,支A,pjie,L
0,鞠,入,屋,kjuwk,E
0,鞢,入,怗,sep,E
0,鞦,平,尤,tshjuw,L
0,鞨,入,曷,hat,E
0,鞫,入,屋,kjuwk,E
0,鞬,平,元,kjon,L
0,鞭,平,仙A,pjien,L
0,鞮,平,齊,tej,L
0,鞲,平,侯,khuw,L
0,鞳,入,盍,thap,E
0,鞴,去,至B,bij,H
0,鞵,平,佳,hea,L
0,鞶,平,桓,ban,L
0,鞺,,,,
0,鞾,平,戈,xjwa,L
0,鞿,平,微,kj+j,L
0,韀,,,,
0,韁,平,陽,kjang,L
0,韂,去,豔,tsyhem,H
0,韃,,,,
0,韆,平,仙,tshjen,L
0,韈,入,月,mjot,E
0,韉,平,先,tsen,L
0,韋,平,微,hjw+j,L
0,韌,去,震,nyin,H
0,韓,平,寒,han,L
0,韔,去,漾,trhjang,H
0,韘,入,葉,syep,E
0,韜,平,豪,thaw,L
0,韝,平,侯,khuw,L
0,韞,平,魂,'won,L
